name,normalized_name,prefecture,city,address,postal_code,latitude,longitude,phone_number,website_url,opening_hours,source,source_id,source_url
湯処 あべの橋,湯処あべの橋,大阪府,,,,34.6450387,135.5104771,,,,openstreetmap,node/11559376169,https://www.openstreetmap.org/node/11559376169
辰巳温泉,辰巳温泉,大阪府,,,,34.6112434,135.5063232,,,,openstreetmap,node/11559376170,https://www.openstreetmap.org/node/11559376170
朝日温泉,朝日温泉,大阪府,,,,34.6064938,135.5033989,,,,openstreetmap,node/11559376171,https://www.openstreetmap.org/node/11559376171
福水温泉,福水温泉,大阪府,,,,34.63276,135.5143082,,,,openstreetmap,node/11559376269,https://www.openstreetmap.org/node/11559376269
日之出温泉,日之出温泉,大阪府,,,,34.6185555,135.4907204,,,,openstreetmap,node/11559376369,https://www.openstreetmap.org/node/11559376369
姫松温泉,姫松温泉,大阪府,,,,34.612569,135.4805436,,,,openstreetmap,node/11559376370,https://www.openstreetmap.org/node/11559376370
花里温泉,花里温泉,大阪府,,,,34.6060263,135.5091082,,,,openstreetmap,node/11559376569,https://www.openstreetmap.org/node/11559376569
浜口温泉,浜口温泉,大阪府,,,,34.6055185,135.4906944,,,,openstreetmap,node/11559420871,https://www.openstreetmap.org/node/11559420871
平和湯,平和湯,大阪府,,,,34.634211,135.5326427,,,,openstreetmap,node/11559421376,https://www.openstreetmap.org/node/11559421376
千寿温泉,千寿温泉,大阪府,,,,34.6305311,135.5238634,,,,openstreetmap,node/11559421377,https://www.openstreetmap.org/node/11559421377
清滝湯,清滝湯,大阪府,,,,34.6133302,135.5391013,,,,openstreetmap,node/11559421378,https://www.openstreetmap.org/node/11559421378
橘湯,橘湯,大阪府,,,,34.6313512,135.5573545,,,,openstreetmap,node/11559423171,https://www.openstreetmap.org/node/11559423171
錦温泉,錦温泉,大阪府,,,,34.5974213,135.5198373,,,,openstreetmap,node/11559423471,https://www.openstreetmap.org/node/11559423471
玉乃湯,玉乃湯,大阪府,,,,34.5952083,135.5101553,,,,openstreetmap,node/11559423472,https://www.openstreetmap.org/node/11559423472
矢田温泉,矢田温泉,大阪府,,,,34.6041101,135.5329496,,,,openstreetmap,node/11559423473,https://www.openstreetmap.org/node/11559423473
末広温泉,末広温泉,大阪府,,,,34.6251349,135.54474,,,,openstreetmap,node/11559437469,https://www.openstreetmap.org/node/11559437469
新美濃温泉,新美濃温泉,大阪府,,,,34.6243829,135.5496055,,,,openstreetmap,node/11559573269,https://www.openstreetmap.org/node/11559573269
朝日温泉,朝日温泉,大阪府,,,,34.61942,135.5414921,,,,openstreetmap,node/11559626769,https://www.openstreetmap.org/node/11559626769
戎湯,戎湯,大阪府,,,,34.6220416,135.5532964,,,,openstreetmap,node/11559626869,https://www.openstreetmap.org/node/11559626869
瓜破温泉,瓜破温泉,大阪府,,,,34.606393,135.5569077,,,,openstreetmap,node/11559689369,https://www.openstreetmap.org/node/11559689369
おーごん湯,おーごん湯,大阪府,,,,34.6046085,135.547889,,,,openstreetmap,node/11559696169,https://www.openstreetmap.org/node/11559696169
七福温泉,七福温泉,大阪府,,,,34.7401769,135.469871,,,,openstreetmap,node/11559711069,https://www.openstreetmap.org/node/11559711069
島田温泉,島田温泉,大阪府,,,,34.7511981,135.4678198,,,,openstreetmap,node/11564051669,https://www.openstreetmap.org/node/11564051669
極楽温泉,極楽温泉,大阪府,,,,34.7594191,135.4729761,,,,openstreetmap,node/11564057069,https://www.openstreetmap.org/node/11564057069
